region,category,store_id,age_group,gender,income_band,units_sold,revenue,high_margin
South East,Accessories,Store_A,18-24,Male,High,1,13.795067971592879,1
North West,Legwear,Store_A,35-44,Female,Low,2,20.561942635363884,1
North West,Tights,Online,25-34,Male,Low,2,27.917966004374918,1
Scotland,Socks,Store_A,55+,Female,High,2,14.660172784821084,1
South East,Legwear,Online,35-44,Male,Medium,5,46.510510764382296,1
Midlands,Socks,Online,45-54,Male,Low,3,23.36758746571123,1
Scotland,Socks,Store_A,55+,Female,Low,1,8.930923215341759,1
Scotland,Legwear,Store_B,55+,Male,Low,4,42.72216835400218,1
London,Legwear,Online,25-34,Male,Medium,3,31.664294208940788,1
London,Legwear,Store_A,55+,Female,Medium,3,29.794324264287877,1
London,Accessories,Online,18-24,Female,Low,3,40.942993274419095,1
Midlands,Legwear,Online,45-54,Other,High,1,9.124030757561997,1
South East,Socks,Store_A,25-34,Male,Medium,1,8.854963959487964,1
Midlands,Legwear,Online,18-24,Male,Medium,2,22.09476587186956,1
London,Accessories,Store_A,18-24,Female,Medium,4,60.48094600450288,1
Midlands,Legwear,Online,18-24,Female,Medium,3,34.39657254472825,1
North West,Accessories,Store_A,35-44,Male,High,2,32.594953125539945,1
Wales,Legwear,Store_B,35-44,Male,Medium,2,23.495416665552607,1
North West,Tights,Store_A,55+,Male,Low,2,23.75607676508139,1
North West,Socks,Online,55+,Female,Medium,1,7.68738731567875,1
Midlands,Legwear,Online,35-44,Female,High,2,19.770766858834126,1
Midlands,Tights,Store_B,35-44,Male,High,4,45.85886564779496,1
Scotland,Tights,Online,45-54,Female,Medium,1,11.05405069866122,1
Wales,Legwear,Store_A,55+,Male,Low,1,11.033882257846239,1
Wales,Tights,Online,45-54,Male,Medium,2,21.66455041943692,1
London,Tights,Store_A,25-34,Female,Medium,3,38.91259692767939,1
Wales,Legwear,Store_B,18-24,Female,High,2,21.553492892336106,1
North West,Legwear,Store_A,55+,Male,Low,1,9.794131691840652,1
Midlands,Legwear,Online,18-24,Male,Medium,5,57.74527253491015,1
South East,Legwear,Store_A,45-54,Male,High,5,58.94235918134627,1
Midlands,Accessories,Online,55+,Female,High,2,28.137312912254867,1
Wales,Accessories,Online,18-24,Male,High,1,13.703382662877614,1
South East,Accessories,Online,25-34,Female,High,4,56.88905630278346,1
South East,Legwear,Store_B,35-44,Other,High,1,11.23070739023902,1
Wales,Tights,Online,55+,Male,High,3,35.56913390772182,1
South East,Tights,Online,55+,Male,Low,3,42.65658042790591,1
Midlands,Tights,Store_A,18-24,Female,High,4,48.52047640297589,1
Scotland,Tights,Online,25-34,Male,High,2,26.31875867186684,1
North West,Tights,Online,35-44,Female,Low,1,12.326395314088735,1
South East,Tights,Store_A,18-24,Female,Medium,1,12.871901874583454,1
Midlands,Legwear,Store_A,55+,Female,High,2,23.703759284476202,1
London,Tights,Online,25-34,Female,Medium,1,12.055221925810763,1
London,Tights,Store_A,25-34,Female,Low,1,12.841043808742914,1
South East,Tights,Store_B,55+,Female,High,4,53.11249432587685,1
South East,Socks,Online,35-44,Female,Low,1,8.887046944509708,1
Midlands,Accessories,Store_A,18-24,Male,Low,3,48.52329720048767,1
South East,Legwear,Store_B,35-44,Male,High,1,10.875555656283604,1
South East,Socks,Online,25-34,Female,Medium,3,28.278866386493554,1
Midlands,Legwear,Store_A,18-24,Female,Low,1,10.89613736744254,1
South East,Legwear,Store_A,55+,Male,High,4,39.50893758131682,1
London,Tights,Online,45-54,Female,Medium,4,50.96425806001692,1
North West,Accessories,Store_B,45-54,Female,Low,1,16.52076260098946,1
North West,Legwear,Online,25-34,Female,Medium,3,28.72370694978485,1
London,Tights,Online,35-44,Female,Low,2,24.517140511680257,1
Scotland,Socks,Store_B,25-34,Female,Medium,4,33.165681514400795,1
Midlands,Legwear,Store_B,45-54,Female,Low,1,11.239030529732135,1
Wales,Tights,Online,25-34,Male,Medium,7,78.28372659353472,1
Midlands,Accessories,Store_A,35-44,Male,Medium,1,15.79823225060789,1
North West,Socks,Online,45-54,Male,Low,2,16.572384167528437,1
North West,Legwear,Online,55+,Male,High,4,40.35303842780141,1
Wales,Legwear,Store_A,55+,Male,Medium,2,19.936211224433617,1
South East,Tights,Store_B,55+,Female,Low,2,22.328224326325618,1
Scotland,Socks,Online,45-54,Male,High,2,16.07153726863692,1
North West,Tights,Online,55+,Male,High,1,11.82295113428601,1
London,Socks,Online,55+,Other,Low,1,9.582321671970723,1
Wales,Tights,Store_A,18-24,Male,Medium,1,14.2629720530125,1
North West,Socks,Store_A,25-34,Other,Low,1,8.946993831772657,1
South East,Tights,Store_B,18-24,Male,High,1,12.219232385792917,1
North West,Accessories,Online,25-34,Male,High,3,42.51698700597038,1
Wales,Socks,Online,45-54,Female,Medium,1,7.372269097612797,1
North West,Accessories,Store_A,35-44,Female,Low,2,30.30145590698036,1
South East,Legwear,Online,55+,Female,Medium,2,19.532117480206203,1
Wales,Tights,Store_A,25-34,Male,Medium,1,12.911166732733198,1
North West,Legwear,Store_A,25-34,Male,Low,3,34.66329366422214,1
London,Tights,Store_A,45-54,Female,Low,3,41.707521496415225,1
South East,Legwear,Online,18-24,Female,Low,3,33.37618219870995,1
Scotland,Tights,Store_A,25-34,Female,Medium,2,24.727645987706097,1
Wales,Socks,Store_A,45-54,Male,Low,2,15.099065048832495,1
Midlands,Tights,Store_B,35-44,Female,Medium,4,55.17890805346312,1
Wales,Socks,Store_B,18-24,Female,Medium,1,8.454922299956946,1
London,Socks,Online,35-44,Female,Medium,2,14.624931627740178,1
London,Legwear,Store_B,55+,Male,Medium,4,43.081665426746866,1
Scotland,Socks,Online,25-34,Female,Medium,1,7.8127116481032255,1
South East,Accessories,Store_B,55+,Male,Medium,1,14.266971072642587,1
North West,Accessories,Online,25-34,Male,Medium,1,14.596949572630544,1
North West,Tights,Store_B,25-34,Male,High,1,13.898275063640623,1
Midlands,Accessories,Online,45-54,Male,Low,1,17.861132970725762,1
Wales,Tights,Store_A,45-54,Other,Low,1,14.231527483511178,1
Midlands,Tights,Store_B,35-44,Male,Medium,2,21.880104967894304,1
Scotland,Socks,Store_B,18-24,Male,High,1,9.450105949166593,1
South East,Legwear,Online,35-44,Male,Low,1,11.070688060527118,1
North West,Socks,Online,55+,Male,High,2,17.62157929587648,1
Wales,Tights,Online,35-44,Male,Medium,3,38.29392813064293,1
South East,Accessories,Online,45-54,Female,Medium,1,16.890133602890852,1
South East,Legwear,Store_A,55+,Male,High,2,20.15564647185637,1
Midlands,Tights,Online,25-34,Female,Low,3,42.09699371933549,1
Wales,Socks,Store_A,45-54,Male,Low,3,21.81674009744633,1
Scotland,Legwear,Store_B,45-54,Other,Medium,1,9.38483218244089,1
Wales,Tights,Store_B,45-54,Male,Low,1,13.01555565074764,1
South East,Legwear,Online,35-44,Male,Low,2,22.490957350403946,1
North West,Tights,Store_A,55+,Male,Low,3,37.78224243887184,1
London,Accessories,Store_B,18-24,Female,Medium,2,35.88357423811387,1
Midlands,Legwear,Online,35-44,Male,Low,1,10.441335715500538,1
London,Legwear,Online,35-44,Male,Low,1,11.421535966952167,1
London,Legwear,Online,45-54,Female,Medium,5,47.93078196922262,1
London,Tights,Store_A,35-44,Female,Medium,2,23.367335457739976,1
Scotland,Socks,Online,45-54,Male,Low,1,8.947395390870225,1
South East,Tights,Store_B,55+,Female,High,1,12.46354728507055,1
London,Accessories,Store_A,45-54,Male,High,1,17.62470034102051,1
Wales,Socks,Store_A,45-54,Male,Low,3,24.56664223644331,1
Scotland,Legwear,Online,45-54,Female,Medium,2,20.081560532979218,1
Scotland,Legwear,Store_A,35-44,Female,Low,1,10.254573635356646,1
South East,Accessories,Online,25-34,Female,Low,1,16.992397113516155,1
London,Tights,Store_A,18-24,Female,Low,3,40.55492300657365,1
Wales,Tights,Online,18-24,Female,Low,1,11.738816797920327,1
South East,Tights,Store_B,25-34,Female,Medium,1,14.270527640633809,1
South East,Accessories,Online,35-44,Female,Low,7,103.23275990562803,1
Wales,Tights,Online,55+,Male,Low,3,35.325668414619216,1
London,Socks,Store_B,18-24,Male,Medium,2,15.627921040044312,1
Scotland,Socks,Store_B,55+,Male,Medium,1,8.171046961115248,1
London,Accessories,Store_B,55+,Male,Medium,2,31.04877785883147,1
London,Socks,Online,35-44,Female,Low,3,27.112556267273632,1
London,Socks,Online,45-54,Female,High,5,40.88064008199684,1
London,Legwear,Online,18-24,Female,Low,1,10.62086011312447,1
North West,Legwear,Store_A,55+,Female,Low,3,29.906117908080038,1
Midlands,Socks,Online,18-24,Female,High,4,34.98392914361661,1
Midlands,Tights,Online,25-34,Male,Medium,4,54.44805970950175,1
London,Socks,Store_B,18-24,Male,Medium,3,27.931557655549753,1
South East,Socks,Store_A,18-24,Female,Low,1,8.179272548806665,1
Scotland,Legwear,Store_A,18-24,Female,High,1,10.879129788976542,1
London,Accessories,Online,18-24,Female,High,2,30.275839259079596,1
London,Tights,Online,45-54,Male,Medium,1,11.641100753022085,1
Midlands,Legwear,Online,45-54,Female,Medium,1,10.551822869299244,1
Midlands,Legwear,Store_B,45-54,Male,Medium,1,11.487051401884365,1
North West,Socks,Store_A,45-54,Female,High,3,25.434832438033872,1
Midlands,Tights,Online,18-24,Female,Medium,1,14.258039734144738,1
North West,Socks,Online,45-54,Female,Low,2,18.119943785749214,1
North West,Tights,Store_A,45-54,Female,Medium,1,13.99720070780572,1
Scotland,Socks,Online,35-44,Male,High,1,7.8366924368527044,1
South East,Tights,Online,45-54,Male,High,1,14.339793918663805,1
Scotland,Socks,Online,45-54,Female,High,2,17.64531980095601,1
Wales,Socks,Online,35-44,Female,Low,2,16.942435769764028,1
Scotland,Legwear,Store_A,35-44,Female,Low,1,9.84061977450545,1
Scotland,Accessories,Store_B,55+,Female,Low,3,49.39431591284318,1
London,Legwear,Online,25-34,Male,Low,3,28.117513851055133,1
London,Tights,Store_A,55+,Female,Medium,1,12.458303695681861,1
Wales,Socks,Online,55+,Male,High,3,27.973890533189895,1
London,Legwear,Store_A,25-34,Male,High,1,10.666400632196616,1
London,Socks,Online,45-54,Other,Medium,2,17.482599920855254,1
North West,Tights,Store_B,45-54,Male,High,2,24.808821870526906,1
North West,Legwear,Online,18-24,Male,Medium,1,10.542556484747827,1
South East,Accessories,Online,18-24,Female,Low,1,16.791102216430737,1
London,Socks,Online,18-24,Female,Low,2,17.971134863521126,1
South East,Legwear,Online,18-24,Male,High,2,18.18419092071465,1
London,Tights,Store_A,45-54,Male,Low,2,21.642047393284784,1
South East,Legwear,Online,35-44,Male,Low,3,33.1601600337959,1
South East,Legwear,Online,18-24,Male,Medium,2,23.29612350589462,1
Midlands,Socks,Online,35-44,Female,Medium,4,33.160259299961126,1
North West,Legwear,Online,18-24,Male,Medium,1,11.842212947807235,1
North West,Socks,Online,55+,Male,Medium,2,16.407495145226726,1
South East,Accessories,Store_A,35-44,Female,Low,3,45.39604073957468,1
Scotland,Tights,Online,25-34,Female,Medium,2,23.291737728618905,1
London,Socks,Store_A,25-34,Male,Medium,1,7.304155070602626,1
London,Socks,Store_A,18-24,Female,Low,1,9.246064007269197,1
South East,Accessories,Store_B,25-34,Male,Medium,1,14.142929667111769,1
North West,Legwear,Online,55+,Female,Medium,2,18.146781966714435,1
London,Accessories,Store_B,45-54,Male,Medium,5,88.39709690640986,1
South East,Socks,Online,18-24,Male,Medium,2,15.209461956957119,1
Scotland,Socks,Online,55+,Female,Low,4,30.90385317546226,1
North West,Accessories,Online,25-34,Female,Medium,4,65.49429974159914,1
North West,Legwear,Online,35-44,Male,Medium,3,31.588949826981057,1
Wales,Socks,Online,18-24,Male,Medium,2,17.695955452964,1
South East,Tights,Store_A,55+,Male,Medium,8,92.16747222653674,1
London,Socks,Online,45-54,Female,Medium,1,7.243657518785173,1
London,Socks,Store_A,45-54,Male,High,1,8.677474300330074,1
North West,Legwear,Online,45-54,Female,Low,2,18.692596678045884,1
London,Accessories,Online,45-54,Female,Low,1,15.094843051564496,1
North West,Socks,Online,18-24,Other,Low,2,16.25158894051392,1
South East,Tights,Store_B,55+,Female,Low,1,12.335887168722927,1
Wales,Accessories,Store_B,25-34,Female,High,1,14.037776964910252,1
South East,Socks,Store_A,35-44,Male,Low,1,8.864192646386623,1
South East,Legwear,Store_A,35-44,Female,High,1,9.105402609426646,1
South East,Socks,Store_A,18-24,Male,Medium,5,38.91846113248335,1
Wales,Socks,Online,35-44,Female,Medium,1,7.611195351267562,1
Wales,Accessories,Online,18-24,Female,Low,2,34.329105537808246,1
Wales,Legwear,Online,18-24,Male,Low,1,10.171420421558967,1
Scotland,Accessories,Store_B,45-54,Female,Medium,4,56.40475607812828,1
Scotland,Tights,Online,45-54,Other,Medium,1,13.146661651678075,1
North West,Accessories,Online,45-54,Female,Medium,1,14.441289377547694,1
Midlands,Legwear,Online,25-34,Male,Low,2,19.559484372513303,1
Midlands,Tights,Store_A,18-24,Female,Low,4,56.93326843697144,1
North West,Socks,Online,25-34,Male,Medium,6,44.61342849660041,1
Midlands,Legwear,Online,45-54,Male,Medium,3,33.752163485632664,1
Midlands,Legwear,Online,45-54,Female,Low,2,21.77896178548949,1
London,Accessories,Store_A,35-44,Female,Medium,1,17.932060962787663,1
Midlands,Socks,Online,35-44,Male,High,2,14.867789321181617,1
North West,Tights,Online,25-34,Female,Low,1,13.884651592570705,1
Midlands,Legwear,Store_B,35-44,Female,Medium,1,10.274500819832122,1
Scotland,Accessories,Store_A,25-34,Male,Low,1,14.152043760147452,1
Wales,Accessories,Online,45-54,Male,High,1,16.5112343555027,1
North West,Tights,Store_B,35-44,Male,Low,5,55.14185807379195,1
Wales,Tights,Online,35-44,Other,High,6,76.75566984033551,1
South East,Accessories,Online,35-44,Male,Low,1,14.191394037152111,1
North West,Accessories,Store_A,18-24,Female,High,1,17.570984263793683,1
London,Accessories,Store_B,45-54,Other,Low,2,29.695749770356947,1
Scotland,Tights,Store_A,35-44,Female,Medium,1,14.27462036674854,1
Midlands,Socks,Store_B,35-44,Male,Low,2,17.676581999504677,1
London,Legwear,Store_B,25-34,Female,Low,1,11.851729358696566,1
Scotland,Legwear,Store_A,55+,Male,Low,1,11.298729402627643,1
Scotland,Accessories,Store_A,45-54,Female,Low,1,14.600195417519272,1
Wales,Legwear,Store_A,18-24,Male,High,2,19.329369104427258,1
Wales,Accessories,Store_A,18-24,Female,Low,1,14.763112290107758,1
Midlands,Accessories,Online,18-24,Female,Medium,2,28.166669911538005,1
Midlands,Accessories,Store_B,18-24,Female,High,2,30.61153338720515,1
North West,Socks,Online,18-24,Female,Medium,3,27.656194915479492,1
Wales,Tights,Online,45-54,Female,Low,4,57.550378484064794,1
North West,Accessories,Online,55+,Female,High,3,45.88888547966895,1
Scotland,Tights,Store_B,55+,Female,Low,5,59.48893902170602,1
London,Accessories,Store_B,55+,Male,Low,2,31.40129031581746,1
Wales,Accessories,Online,35-44,Male,Low,1,14.939304180232527,1
North West,Socks,Online,45-54,Other,Medium,1,8.339883518099965,1
North West,Accessories,Online,25-34,Male,Low,3,40.58641919507351,1
Wales,Socks,Online,18-24,Male,Low,1,8.125186663936617,1
London,Accessories,Online,55+,Other,Medium,4,67.218462809457,1
Scotland,Accessories,Online,55+,Male,Low,2,35.59167268708021,1
Scotland,Tights,Store_B,35-44,Female,Medium,5,60.35663866789547,1
North West,Accessories,Online,18-24,Female,High,2,34.74717576496073,1
North West,Legwear,Online,25-34,Female,High,1,11.838358409998552,1
Wales,Socks,Online,18-24,Female,Medium,1,8.540728933044146,1
London,Tights,Store_A,25-34,Female,High,2,23.213085431954525,1
Scotland,Legwear,Online,25-34,Male,Low,3,33.178675128520155,1
Scotland,Accessories,Store_B,25-34,Male,Medium,1,17.65069404635223,1
London,Tights,Store_A,45-54,Female,Medium,5,60.60922259876202,1
North West,Socks,Store_A,55+,Male,Low,1,9.498190506207855,1
North West,Tights,Store_A,35-44,Male,Low,2,26.103408864599565,1
London,Tights,Online,25-34,Male,Medium,1,11.835900844580346,1
Scotland,Tights,Online,35-44,Female,Medium,2,27.76443339204902,1
Midlands,Socks,Online,25-34,Male,Medium,3,23.778018832816088,1
South East,Socks,Online,35-44,Male,Low,4,30.18764726379185,1
Midlands,Accessories,Online,55+,Male,High,3,45.24468688321273,1
London,Accessories,Online,35-44,Female,Low,1,16.199814613748547,1
Wales,Legwear,Store_B,55+,Male,Low,1,10.854523560287003,1
North West,Tights,Store_B,18-24,Female,High,1,13.163438336210508,1
South East,Legwear,Online,35-44,Male,High,2,19.114814359238732,1
South East,Accessories,Store_A,45-54,Male,Medium,5,81.94252070755887,1
North West,Accessories,Online,25-34,Male,Low,4,69.91915097493465,1
Wales,Socks,Store_B,25-34,Male,Medium,2,17.540579212340855,1
Scotland,Socks,Store_A,35-44,Male,Low,1,8.612218439268457,1
South East,Legwear,Online,45-54,Female,High,1,11.109023453211428,1
Scotland,Tights,Online,45-54,Female,Medium,2,22.71792103280065,1
North West,Tights,Online,18-24,Female,Low,1,11.707268085322026,1
Wales,Tights,Online,25-34,Male,Low,2,21.860557948910575,1
Midlands,Legwear,Online,25-34,Male,Medium,6,63.893494895157716,1
South East,Accessories,Store_B,35-44,Male,Low,1,14.06731952920215,1
North West,Socks,Store_A,25-34,Male,Medium,4,37.07707332511314,1
Midlands,Socks,Store_A,25-34,Female,Low,2,15.651056867107073,1
London,Accessories,Online,55+,Female,High,1,17.589436348678287,1
South East,Tights,Store_A,35-44,Male,Medium,1,13.693411790337912,1
London,Socks,Online,18-24,Female,Low,1,8.249641691911746,1
London,Tights,Online,45-54,Male,Medium,1,10.849981174888756,1
Midlands,Legwear,Store_B,45-54,Female,Medium,1,10.708187178412057,1
Scotland,Accessories,Store_A,18-24,Female,Medium,2,28.339055851769434,1
South East,Socks,Store_B,25-34,Other,Medium,1,8.358081574906697,1
Scotland,Accessories,Online,45-54,Female,Medium,1,17.25865017393933,1
North West,Tights,Store_B,18-24,Female,Low,1,13.861203118100217,1
London,Tights,Online,18-24,Female,High,3,42.85714983998397,1
Wales,Legwear,Online,18-24,Female,Medium,3,33.632690454841445,1
London,Legwear,Store_A,25-34,Female,High,2,22.697006780231174,1
North West,Accessories,Online,18-24,Female,Low,4,57.86178885459612,1
Wales,Accessories,Online,45-54,Female,Low,2,28.44449206968673,1
Scotland,Accessories,Online,35-44,Female,Medium,3,42.985842478256295,1
Scotland,Socks,Online,45-54,Female,Low,1,7.930086642331514,1
London,Accessories,Online,18-24,Female,High,2,28.243003317705092,1
Midlands,Legwear,Store_A,18-24,Male,Medium,1,9.001784274127973,1
South East,Tights,Store_B,45-54,Male,Medium,3,34.153050549477896,1
North West,Socks,Store_B,55+,Female,Low,1,7.467526046874132,1
Wales,Legwear,Online,45-54,Female,Medium,3,31.987613217803656,1
South East,Socks,Online,45-54,Male,Medium,4,35.31193132563127,1
Wales,Socks,Store_A,18-24,Female,Low,2,17.312311483238414,1
Scotland,Accessories,Store_A,18-24,Female,Low,2,31.284512011964857,1
North West,Socks,Store_A,35-44,Male,Medium,3,22.790080822214,1
South East,Legwear,Store_A,25-34,Female,Medium,2,23.524218007221602,1
Scotland,Tights,Store_A,25-34,Female,Low,1,11.731812824037245,1
South East,Socks,Online,25-34,Female,Low,2,17.004038128845664,1
South East,Socks,Online,35-44,Male,Medium,2,18.440765607314614,1
Midlands,Tights,Online,45-54,Female,Low,3,41.83904469760742,1
Scotland,Legwear,Store_B,45-54,Female,High,1,9.691126613705286,1
Scotland,Socks,Store_A,35-44,Male,Medium,3,22.609311186272716,1
London,Accessories,Store_B,45-54,Male,High,3,46.38611249665875,1
South East,Accessories,Online,35-44,Male,Low,1,15.757951143528015,1
Wales,Socks,Store_A,45-54,Female,High,2,18.11387485470249,1
Midlands,Legwear,Online,35-44,Female,Medium,2,18.818828823750906,1
Midlands,Tights,Store_A,18-24,Male,Medium,2,24.548813646282788,1
